time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Simulation_reset
0.0,10.0,169.484512694,642.691651452,111.077286582
1.0,10.0,169.484512694,642.691651452,111.077286582
2.0,10.0,169.484512694,642.691651452,111.077286582
3.0,27.0741694084,186.280850423,658.12583454,131.542116602
4.0,58.2097646181,215.716946748,684.198564233,164.80243863
5.02,67.7170908929,224.810404197,691.887794955,174.832726099
6.04,67.7170149123,224.810332263,691.8877318,174.832645772
7.06,69.8704113578,226.993162798,693.651707542,176.945703072
8.08,74.6339816659,231.718073688,696.802574475,181.061123938
9.1,84.7514085611,241.461220274,703.625536378,189.905028031
10.12,84.8458521625,241.551767313,703.688689257,189.987409375
11.14,84.0485668309,240.834469716,703.00000693,189.098557792
12.16,78.0559707058,235.205793497,697.763422733,182.295876894
13.18,73.8626749326,231.030564746,694.015218099,177.314016386
14.2,72.0547913302,229.046722363,692.137012173,174.783297481
15.22,72.055150292,229.047146687,692.137436195,174.783858239
16.24,74.3149860268,231.362168978,694.00489437,177.052909405
17.26,81.05811208,238.106564911,698.699013257,183.110361686
18.28,91.6865646611,248.415480654,705.319878749,192.212263577
19.3,105.202844219,261.032028496,714.584172602,204.744736232
20.32,118.050419178,272.726136362,724.681785499,217.893854579
21.34,120.394187981,274.93281624,726.695966363,220.508882286
22.36,119.419700648,274.01338689,725.796344456,219.290261012
23.38,119.41978632,274.013468328,725.796429888,219.290372928
24.4,118.017589644,272.591081764,724.718616095,217.974243965
25.42,113.619856175,268.137983899,721.660681798,213.963166729
26.44,109.840085425,264.327713331,719.235167136,210.51006881
27.46,107.794135736,262.380513354,717.782405869,208.517078201
28.48,100.297521785,255.202893514,711.644340942,200.066171942
29.5,92.7609144703,247.392981543,703.821865853,188.599791165
30.52,73.9277233089,228.476611694,686.802338322,164.86406911
31.54,48.6292361401,203.599083544,665.822839785,136.738264549
32.54,20.2938494213,175.010686149,642.489643762,104.759828473
33.54,10.0,121.488439617,598.015663688,45.5359678387
34.54,10.0,118.616062533,595.584973124,42.3994205642
35.54,10.0,118.616023605,595.584940824,42.3993783276
36.54,12.8479299141,120.92253228,597.744161628,45.1231470847
37.54,20.8481017858,128.117412325,604.406274091,53.3798642345
38.54,28.0130746913,134.796619084,610.280595524,60.8311637309
39.54,31.1102826238,137.807547035,612.88581263,64.2695184022
40.54,33.3499852591,140.494093166,615.623384437,67.9401352027
41.54,36.5770056883,144.494441144,619.229895125,72.8454399782
42.54,46.3251482636,155.464863988,627.546102548,84.4879215417
43.54,56.6587668542,166.377628242,634.646674303,95.1237484506
44.54,65.9179498861,177.089259991,642.753741631,108.149848649
45.54,65.9860960159,177.165574705,642.818720539,108.259378368
46.54,66.1294218769,177.320402802,642.944348285,108.4212566
47.54,71.0026192097,182.436773999,646.96145976,113.64340721
48.54,75.9235176438,187.513274702,650.374192145,118.616729459
49.54,82.8990025398,194.901537635,656.510997297,127.698183019
50.54,89.1932618303,201.42995919,663.254967765,137.475583814
51.54,91.5573821853,203.736916065,665.545222757,140.608645786
52.54,85.1924516447,197.877150644,660.013987128,133.707713752
53.54,74.8102747396,188.103767184,651.140967232,122.549521532
54.54,68.1789704351,181.802983026,645.611458027,115.583387332
55.54,63.5371940833,177.329057004,641.814633994,110.746386003
56.54,59.5108766415,173.339895025,638.117924237,106.281690388
57.54,58.8412169989,172.566301673,637.297526617,105.297000199
58.54,65.3132439859,179.319429384,643.006696461,112.128091469
59.54,81.8938293082,195.831740421,654.933936569,126.9757668
60.54,102.403466997,215.822590466,667.636016286,143.941321734
61.54,102.408015314,215.827086808,667.639059163,143.945350716
62.54,102.310645507,215.742769521,667.560951452,143.841034731
63.54,86.7093172873,200.980873517,654.098486587,126.371756342
64.56,72.8485000091,187.595136411,642.473366165,111.104675831
65.58,61.8440147999,176.765831855,633.096044945,99.0124790996
66.6,54.1699806838,168.505943783,624.976590439,89.0985656948
67.62,52.0617907123,165.709002941,621.872747758,85.4305603108
68.64,51.7339944744,165.315682458,621.465387936,84.9603398451
69.66,54.1723100944,168.003162962,623.612377073,87.9582470021
70.68,57.7316566943,171.534954396,625.971980026,91.2825471956
71.7,61.4476494225,175.112334671,628.443913432,94.7306142796
72.72,67.0494323197,180.094915224,632.678582478,100.32823154
73.74,70.7789554346,183.352892307,635.984877137,104.685523153
74.76,70.5419663499,183.146487884,635.785209239,104.430514323
75.78,70.9544613619,183.524860156,636.124621087,104.846503923
76.8,75.7684203796,187.934226878,640.201658585,109.923921705
77.82,81.9217957165,193.777811934,645.310485301,116.432097845
78.84,85.3599604754,197.101318895,648.136799436,120.081925972
79.86,88.2231307441,200.276364302,651.261031481,124.090066502
80.88,91.9727302717,204.693586446,655.302961091,129.109020982
81.9,102.867871261,216.68765447,665.135861888,142.145329538
82.92,113.379921885,227.557985483,672.81467981,152.872932017
83.94,126.008327618,241.015167974,683.132791515,167.811796495
84.96,134.149334436,249.385352843,690.207958867,177.844112404
85.98,133.031172966,248.130563925,688.997458055,176.15944077
87.0,128.602678137,243.5532524,684.324845664,169.615510322
88.02,117.971527537,233.293500201,674.705760869,156.804683328
89.04,102.317189284,217.869965716,661.135092642,138.873297947
90.06,87.5724461675,203.266011842,648.435108993,122.457737671
91.08,76.2208814205,191.589500093,637.5973011,109.457661748
92.1,70.5224562246,184.957153388,630.605383362,101.567823343
93.12,66.4478278317,180.088134062,625.446151096,95.8802897172
94.14,64.9806129577,178.41144173,623.977039082,94.1218859846
95.16,64.4783080853,177.855407679,623.48697683,93.5036533091
96.18,66.7767913857,180.250191839,625.297846042,96.0942832644
97.2,70.5643620625,183.751762726,628.238342786,100.034699037
98.22,76.6731813852,189.169387332,633.489554158,106.811082921
99.24,76.9455816688,189.421435108,633.742352885,107.14344782
100.26,73.087011143,186.009849214,630.350580987,102.760453951
101.28,69.4288630402,182.644459679,627.189311232,98.7345302428
102.3,66.6996974834,180.072720504,624.915546951,95.817879575
103.32,65.7158400512,179.123314903,624.10924597,94.7770215648
104.34,66.0545672315,179.483916209,624.44415018,95.2032879459
105.36,67.9632922542,181.801982493,626.743929009,98.1526756464
106.38,73.1389160648,187.695105724,631.654508666,104.507766136
107.4,86.3767704174,201.453305518,642.033190348,118.414995746
108.42,100.159538362,214.866495072,650.646406567,130.328779334
109.44,115.529523571,229.145913213,660.854073198,144.105783191
110.46,134.950510176,246.528202008,675.303153243,162.944761766
111.48,144.105319086,254.882885509,682.978378103,173.201408318
112.5,141.508352647,252.164999053,680.267139174,169.199218796
113.52,130.376842082,240.993470998,670.151911936,155.450090954
114.54,118.903351828,229.644216462,660.517971304,142.66451713
115.56,106.361550645,217.328625472,649.682477967,129.210543424
116.58,96.6912906569,207.311729328,639.980654545,117.806551633
117.6,93.1331088264,202.98070402,635.184796445,112.441428271
118.62,90.3097327877,199.74619781,632.200458731,108.995103194
119.64,87.3512812424,196.54630397,629.534542027,105.748705742
120.66,85.3732507398,194.504799526,627.997924789,103.816115989
121.68,85.8829343433,195.024819338,628.364313716,104.343980605
122.7,88.1728733932,197.270648179,630.308020912,107.024308102
123.72,85.623300132,194.799553659,627.966662094,103.776169314
124.74,81.5724858582,190.731529103,623.672259154,97.6992274308
125.76,65.2644818271,174.365031785,608.999666177,77.7033536348
126.78,46.8475362238,156.166971162,593.577617337,57.1061551886
127.8,27.7788388773,137.614258876,577.886134711,36.7972971288
128.8,14.946408476,125.26012601,566.964137799,23.430982531
129.8,12.8871212392,123.258780792,565.096722102,21.1993369406
130.8,13.4572682246,124.017794296,565.919523235,22.2828378585
131.8,15.6844478606,126.746757306,568.395917514,25.7471261607
132.8,18.6488834245,129.872833994,570.687521189,29.0599776309
133.8,23.5218741763,134.734926473,574.04968278,33.7481782007
134.8,29.3267623526,139.907797052,578.022360134,38.9890641037
135.8,35.7387653444,145.50122869,583.255360753,45.8210789543
136.8,39.2958753405,148.714275619,586.811771184,50.6317245569
137.8,45.6699375927,154.306533839,592.353342481,57.5782929954
138.8,59.3997024096,166.748727569,604.148801744,72.1603841453
139.8,72.6526430503,178.993419054,615.234935339,86.1914958471
140.8,83.2933952417,189.145708091,624.008071312,97.4247281395
141.8,87.6620092458,193.628053715,628.155390471,102.744156313
142.8,90.2498501002,196.794771238,631.313156754,106.586112518
143.8,98.4293945022,205.663499574,638.816498407,115.673631646
144.8,113.960430471,221.544465616,651.124010629,130.775475231
145.8,127.37041929,234.724603654,659.526711094,141.89745839
146.8,140.889396687,248.130487729,668.497142734,154.234116011
147.8,151.983595761,258.520387988,675.835063654,164.090708705
148.8,152.383528537,258.773085644,675.954752999,164.132035648
149.8,147.584677036,253.697440595,671.19909094,157.235484473
150.8,132.090019067,238.645901043,657.495978396,139.197191236
151.8,118.043512675,224.817251041,645.55654554,123.530978642
152.8,102.976953745,209.925367891,632.55451564,107.001298437
153.8,90.7022713868,197.440719114,620.898299795,93.1820834786
154.8,84.9921123162,190.93570297,613.924282697,85.3733486981
