time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Simulation_reset
0.0,133.475209586,-100.756287482,-124.352894723,-139.313355554,194.609218836,405.523834564,-199.715360627,38.7575948611,-191.679761652,539.945559017
1.0,133.475209586,-100.756287482,-124.352894723,-139.313355554,194.609218836,405.523834564,-199.715360627,38.7575948611,-191.679761652,539.945559017
2.0,133.475209586,-100.756287482,-124.352894723,-139.313355554,194.609218836,405.523834564,-199.715360627,38.7575948611,-191.679761652,539.945559017
3.0,140.301384463,-92.8994958845,-121.641591584,-135.462470558,199.326608556,412.904041071,-197.636599774,38.7579517677,-191.679761652,539.945559017
4.0,140.301384157,-92.8994960316,-121.641591713,-135.462470743,199.326608376,412.904040911,-197.636599787,38.7579517677,-191.679761652,539.945559017
5.02,140.301384157,-92.8994960316,-121.641591713,-135.462470743,199.326608376,412.904040911,-197.636599787,38.7579517677,-191.679761652,539.945559017
6.04,149.920987595,-84.3558179638,-118.266940916,-129.873605835,205.915087851,430.301086192,-194.036851003,38.7607995565,-191.679761652,539.945559017
7.06,149.920987619,-84.3558179593,-118.266940904,-129.873605819,205.915087872,430.301086241,-194.036851003,38.7607995565,-191.679761652,539.945559017
8.08,149.995838506,-84.1500862926,-118.088501663,-129.814259279,205.968163417,430.301086241,-193.988127063,38.7978206987,-191.679761652,539.945559017
9.1,164.630839441,-70.5037961162,-113.140107265,-122.085744019,215.018262689,447.466341018,-186.789641266,38.8337163691,-191.679761652,539.945559017
10.12,198.185956961,-49.0758462093,-105.585801567,-118.004008786,216.946240902,470.110082536,-174.842146206,38.8337163691,-191.679761652,539.945559017
11.14,231.384324516,-20.7082183624,-98.5284202499,-109.703269956,226.179496236,498.626887062,-167.927079285,38.8337163691,-191.679761652,539.945559017
12.16,231.384323475,-20.7082188239,-98.5284204995,-109.703270471,226.17949563,498.626886419,-167.927079298,38.8337163691,-191.679761652,539.945559017
13.18,231.713888867,-20.2872178622,-98.3960559592,-109.639125638,226.17949563,498.78007494,-167.368114446,38.8345339145,-191.679761652,539.945559017
14.2,241.250622632,-9.9590605079,-92.039015487,-100.102880701,236.413853744,515.554395808,-162.960338786,38.835899721,-191.679761652,540.113854538
15.22,258.653767245,0.804068591153,-89.4309383161,-94.3023190405,239.930271025,523.08544515,-161.835236898,38.835899721,-191.297078206,546.295803504
16.24,265.217547768,6.36880522309,-88.5741717727,-93.7225038982,241.969936927,524.333701231,-159.526890309,38.835899721,-191.297076272,546.297311678
17.26,270.70095,11.4881977425,-87.3920128201,-90.9589469344,246.460252186,529.212540969,-155.620367799,38.835899721,-191.297076272,546.297311678
18.28,276.445806608,18.727337946,-85.7087767485,-88.6488367857,249.864306458,530.164308505,-153.88581755,38.835899721,-191.297076272,546.297311678
19.3,277.934226967,24.7542662724,-82.7789112955,-87.1845647124,251.836602915,530.16430851,-153.422720813,38.835899721,-191.297076272,546.398445985
20.32,284.621756556,30.4946310443,-80.0905340618,-83.4523199045,257.322446415,532.474347703,-149.816790207,38.835899721,-191.297076272,546.399408373
21.34,292.007520552,38.562244659,-76.2248800277,-80.7787729246,258.485870078,537.470954095,-141.79573737,38.835899721,-191.297076272,546.399408373
22.36,296.434167365,45.0885375728,-73.4176236746,-77.3540203226,261.868516848,538.356457706,-138.217067932,38.835899721,-191.297076272,546.399408373
