time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Simulation_reset
0.0,283.868288435,34.0998978354,185.598528758,278.8789941,626.611546054,436.234585475,484.124804661,-175.587365031,-48.7939201295,405.637360737
1.0,283.868288435,34.0998978354,185.598528758,278.8789941,626.611546054,436.234585475,484.124804661,-175.587365031,-48.7939201295,405.637360737
2.0,283.868288435,34.0998978354,185.598528758,278.8789941,626.611546054,436.234585475,484.124804661,-175.587365031,-48.7939201295,405.637360737
3.0,219.08118709,-10.6437846828,116.204863633,99.1976990714,433.44128855,436.234585475,484.124804661,-175.587365031,-155.64590033,269.463535607
4.0,195.46308037,-38.2022810428,96.9027997594,69.8759591999,401.161140438,436.234585475,484.124804661,-175.587365031,-180.472838749,228.540478258
5.02,178.095709671,-56.6446401943,75.9953165372,33.7655207624,373.417575155,436.234585475,484.124804661,-177.106683264,-197.750212512,212.173002895
6.04,183.380613479,-48.3144268143,84.6280075355,37.7840958221,380.733341272,436.234585475,489.640436845,-173.718176886,-197.712902817,212.173004462
7.06,189.815443522,-31.2058176305,102.818538645,45.3078420191,390.24382862,436.234585475,493.535777596,-171.846230913,-197.712902817,212.173004462
8.08,198.413187829,-6.24914412401,128.674297681,59.9638002984,406.371314722,436.234585475,497.434778054,-170.285431607,-197.712902817,214.394805879
9.1,211.580554641,13.9450917301,150.037508751,76.7325128708,425.334082528,436.234585475,513.965293235,-166.484383143,-197.712902817,215.780106436
10.12,213.323655131,28.5166348326,170.007597317,91.8431737335,439.143661456,436.234585475,521.151723434,-166.109888364,-197.712902817,215.780106474
11.14,209.852171064,24.3065123497,147.717495024,76.7481666974,433.965254148,436.234585475,521.15172252,-167.724149703,-197.712902817,215.780106474
12.16,209.736238448,24.2529276159,145.880537929,75.6091277181,433.269820136,436.234585475,521.167982942,-168.073366603,-197.712902817,215.780106474
13.18,217.078093665,40.9708740512,164.245856887,83.0371711443,441.279498931,436.234585475,533.749499658,-160.105337218,-197.712902817,215.780106474
14.2,218.765984399,52.2509039576,180.235248819,90.3399904391,450.031927422,436.234585475,535.279713301,-159.599677968,-197.712902817,215.780106474
15.22,216.934891759,50.306583857,167.550049842,82.6814527034,447.264582703,436.234585475,535.279713301,-162.761174629,-197.846069135,215.780106474
16.24,218.097369709,53.1086317384,169.388920652,82.9296428462,447.719655092,436.234585475,536.273264381,-160.525889338,-197.847242962,217.197392106
17.26,226.085226181,66.408767361,175.905565044,88.3693979024,453.540833053,436.234585475,538.990323497,-157.862868746,-197.847242962,219.804562842
18.28,230.886532574,73.510925214,180.967201757,89.0069556454,456.405364601,436.234585475,542.139102807,-154.828651818,-197.847242962,219.804562868
19.3,231.076229975,74.2603504949,180.434615457,88.5788018712,457.420174637,436.234585475,543.266031261,-154.577680953,-197.859961903,219.804562868
20.32,225.658176358,70.3168644578,172.50848,81.8985533045,452.086041859,436.234585475,543.266031161,-155.543183482,-197.859962559,219.804562868
21.34,223.743852965,65.9158673343,156.238410227,67.6632668091,447.384478815,436.234585475,543.27251724,-159.389944987,-199.304222371,219.804562868
22.36,227.958845355,70.1342737531,166.387268089,74.3423057767,454.788331551,436.234585475,544.316777126,-153.757485567,-199.303547886,219.804562868
23.38,228.408392487,70.8158921574,166.134687058,75.0225540951,455.986859646,436.234585475,544.319389768,-153.295287348,-199.303547886,219.804562868
24.4,228.195511489,70.2354661545,159.970180541,71.8668034722,454.048558755,436.234585475,544.319326442,-155.703856523,-199.307488701,219.804562868
25.42,234.319437296,81.2889104323,171.278024224,74.9999525917,457.411713542,436.234585475,552.339036308,-148.555139078,-199.302456241,219.804562868
26.44,237.60903184,92.68123688,187.830131977,83.325275153,466.599921451,436.234585475,555.889491674,-147.54323107,-199.302456241,219.804562868
27.46,237.662127787,93.0079567502,188.399850115,83.4437256199,466.679332032,436.234585475,555.889491675,-147.415746445,-199.302456241,219.804562868
28.48,236.277629407,92.1767811412,186.859081663,81.9845885759,465.118815512,436.234585475,555.889491675,-148.472824475,-199.342040879,219.804562868
29.5,232.967281194,85.4064605529,166.691737167,69.2333104918,459.786551727,436.234585475,555.889491675,-150.855254184,-201.591418358,219.804562868
30.52,230.197763241,83.450634706,162.091752938,64.3623723283,458.649319387,436.234585475,556.062489073,-151.168288553,-201.997867526,219.804562868
31.54,233.016659449,86.9868204248,165.089072585,65.0151223428,460.741976773,436.234585475,557.786885344,-149.019783407,-201.997866587,219.804562868
