2074.46,298.67768408,498.087685379,646.144681053,486.118712167,-126.787991412,535.578336045,259.473283272,-84.3719037003
2075.48,284.447683232,485.39894174,642.378127726,468.827616201,-147.173115837,521.606380465,244.57970305,-100.274980203
2076.5,277.897876246,478.887497047,641.402526934,461.006567703,-154.340998282,516.889358921,239.185576034,-107.210227233
2077.52,277.288835117,478.314875198,641.388343829,460.38125202,-154.865239018,516.518129574,238.675488017,-107.749608547
2078.54,275.471118879,476.394669858,641.388343328,458.409715059,-156.116110338,515.53896638,237.543789339,-109.265357359
2079.56,273.78584164,474.751000347,641.162751759,456.744674163,-157.310632225,514.584646835,236.203275861,-110.58720422
2080.58,273.112035012,474.011393244,641.055018025,456.151493798,-157.924173589,514.131868824,235.591044426,-111.10307732
2081.6,271.120410382,471.488414795,640.679659384,454.08012535,-159.938375746,512.798331364,234.255486977,-112.868347903
2082.62,267.804398991,467.038772985,639.791083454,450.363966887,-164.856681491,509.925075589,231.605621865,-116.537334148
2083.64,259.35736408,457.294271051,636.675879544,440.552641735,-178.352976658,501.64722646,223.584673541,-126.622575948
2084.66,250.974116001,448.206861192,633.765444732,430.495044966,-191.017639881,493.840932251,215.816448213,-136.66434233
2085.68,247.827615838,445.048519018,632.627255686,426.448171498,-196.619411954,490.592466915,212.517028193,-140.977452367
2086.7,244.500828607,441.942045777,631.671062432,422.036806445,-201.828240703,487.536512154,209.260834959,-145.292677537
2087.72,243.050897562,440.60950372,631.344202213,420.223460507,-203.937185237,486.195091069,207.872630386,-146.985315454
2088.74,244.285322194,441.865399506,631.346114376,421.622945362,-202.748218571,486.952939391,208.769227486,-145.699290017
2089.76,247.113527171,444.502072853,631.760916221,424.399231818,-200.557803564,488.506114018,211.180095254,-143.170045339
2090.78,253.336541704,450.014361427,633.631025819,429.873779319,-196.882746727,491.325447204,216.564454762,-137.783086144
2091.8,258.388815468,454.241636192,635.526245691,433.94421163,-194.113290261,493.565479566,221.35517179,-133.538682143
2092.82,264.838672677,460.219243203,638.255972313,439.086382119,-189.488176226,497.040412866,227.764986177,-128.101454005
2093.84,277.77056123,473.395017219,643.200824248,450.292059554,-178.446196128,505.516830669,239.982053989,-117.340284087
2094.86,284.815039258,481.940104852,644.968972306,457.454170133,-171.684216707,510.340004555,245.182216712,-111.157713389
2095.88,287.949876419,485.871400235,645.991598117,461.116860809,-167.171466279,513.080458247,247.802431328,-107.625133417
2096.9,293.097111131,491.692485905,647.670838442,467.096757201,-159.477300409,518.053516134,252.672991825,-101.940760688
2097.92,298.672973985,497.619343421,649.448180884,473.851030385,-151.096466884,523.395393907,257.952651905,-95.3775086547
2098.94,304.507700522,503.37872173,650.897986107,481.098541418,-143.074345263,528.689166512,263.226544192,-88.564988933
2099.96,309.491922981,507.98851499,651.609843743,487.181361975,-136.367385874,533.385943382,267.93399722,-83.2517985789
2100.98,314.347399293,512.981133688,651.625229225,492.662543204,-132.259678208,536.513286732,271.518101035,-79.0280994786
2102.0,322.943176852,520.606115481,653.093993017,500.620598471,-126.398537274,541.362070355,279.424860462,-72.2248916966
2103.02,347.122711282,540.802041576,662.831242247,520.750185461,-113.438486945,552.694080857,302.763395967,-52.0487596125
2104.04,372.933988372,562.029605124,674.696401579,541.356001878,-101.78661352,563.346342801,327.319491357,-30.4815918703
2105.06,393.3098522,579.469633607,683.777739623,557.07447967,-90.0390451281,574.206248321,348.139949088,-14.8591112976
2106.08,429.446372392,613.306205762,700.433426804,586.281953903,-65.7992024742,596.083664276,384.537695902,12.8884056699
2107.1,466.838834231,651.98311507,715.329708467,619.953245323,-40.0042560985,619.254504634,417.859658844,42.01589536
2108.12,481.632515382,669.855629025,719.205991083,635.588062622,-29.0500139435,628.330917422,427.817443793,54.1045646526
2109.14,488.528181692,677.433818542,720.83871061,643.410960459,-20.2769341466,635.282077287,434.819757909,59.8191708479
2110.16,498.047740915,687.288117072,722.126933401,654.029252711,-11.857166366,643.190952598,442.8978157,66.506719471
2111.18,502.4179407,691.862099463,722.43765843,658.904798806,-8.83136329279,646.263609828,446.160601359,69.5765230502
2112.2,503.344359305,692.783773247,722.540054256,659.913597774,-8.16610828355,646.848752051,446.945024427,70.3231633838
2113.22,505.562894098,694.794866439,722.78731951,662.065923222,-6.70696655337,647.915098858,448.989057398,72.3138310544
2114.24,513.651240614,701.465745924,725.322283729,668.955377907,-1.54519112739,651.940504496,457.449273579,79.4842713743
2115.26,526.640866115,711.608124432,731.639761351,678.830279489,4.98845383214,657.409763515,471.378164582,90.9241089332
2116.28,537.231359715,719.85223756,737.074645531,686.876502013,10.1413034749,662.056125389,482.734892005,99.8961075684
2117.3,544.146848334,725.266483134,740.318556182,692.168785201,13.3181967894,665.343709719,490.013570035,105.171777821
2118.32,549.788083972,729.511859507,743.22243991,696.179187509,15.4279777789,667.753849026,496.048866466,109.290354405
2119.34,546.82498118,726.49248946,742.247956523,693.313168077,13.9017806238,666.15382157,493.687597107,107.102063126
2120.36,541.572345393,720.505265396,741.454982599,687.665675731,10.8960326979,663.238839489,490.206254868,103.285174798
2121.38,533.991352379,712.786224565,740.266716805,678.852133114,2.62737028279,656.283064325,483.232892159,96.9210837981
2122.4,522.999745977,701.931861267,738.168038596,665.685829442,-8.36276943733,647.029702574,473.713246246,87.3207419905
2123.42,512.433250664,691.739792098,735.989919384,652.956151171,-19.2874574594,638.243720779,464.352238095,77.3104092687
2124.44,499.014077694,679.523498611,732.343346595,637.16296393,-34.0199182184,627.63091388,451.008703596,63.3758024884
2125.46,486.59923979,668.523201106,729.975722114,624.10463346,-46.3487175911,617.942257106,438.233277317,52.1567791941
2126.48,481.390836829,663.643636866,729.560503229,618.906462477,-50.0043982883,615.386895023,433.605411674,47.2263853337
2127.5,473.674342738,657.523372252,726.391782927,612.700640525,-54.4557049333,612.129640704,425.469875608,40.0209864767
2128.52,459.376455835,645.768890272,720.321416762,600.810131313,-62.5584210923,605.341214166,410.96998664,27.437914468
2129.54,448.221865193,637.338438993,714.943945933,592.551271703,-68.0576363981,600.516468207,399.08774423,18.0728264037
2130.56,436.752943232,628.026669901,709.828008164,583.463701705,-73.4540622383,595.19305428,387.566693626,9.06429955686
2131.58,412.428156237,604.858633224,701.723816331,560.732905581,-87.3688543322,581.42837135,366.71629187,-9.98608037333
2132.6,396.342813803,586.364914096,699.826707111,543.006420133,-98.391350331,571.828607889,356.525746664,-23.0578068448
2133.62,382.546983162,571.413149112,696.799721566,526.166959579,-115.843848519,559.433532122,344.415292698,-37.3893637315
2134.64,361.511579746,549.734233845,691.098621229,500.05811872,-142.259068681,540.363811569,325.703218137,-60.1829547262
2135.66,350.863341084,539.930701435,688.151552312,486.300684569,-157.674670681,529.700131704,314.964787417,-72.6174851519
2136.68,342.006130355,531.710339141,685.570473557,474.736678574,-170.388762693,520.987080138,306.24203385,-83.2407952293
2137.7,337.893750175,527.947544965,684.581890506,469.652595451,-176.0385039,516.880487115,302.091007107,-87.642520782
2138.72,338.136081501,528.218096668,684.568201972,469.955751539,-175.839952315,517.008165966,302.245041284,-87.3906286235
2139.74,340.126533775,530.010278543,684.858124736,471.868339947,-174.419479007,518.092600678,303.992431108,-85.6095014408
2140.76,345.280116195,534.808391936,686.156592323,476.761839818,-171.341781774,520.696389954,308.276215464,-81.1776496131
2141.78,349.216538988,538.147427911,687.524433657,480.051487134,-169.223070329,522.627164272,312.055719362,-77.9954630142
2142.8,353.840454757,542.459996267,689.428546214,483.810343986,-166.270576201,524.929969747,316.46821879,-74.123316409
2143.82,363.735056153,552.97160131,693.144048363,492.529294107,-158.123898086,531.478816819,325.503993367,-66.0083759283
2144.84,369.334192109,560.004397247,694.433103094,498.49594145,-153.06755652,535.308059512,329.361182437,-61.1267418744
2145.86,370.950552013,562.115408325,694.997677371,500.345501423,-150.669594387,536.861445938,330.779856742,-59.3506052311
2146.88,375.106175486,566.829788492,696.358442963,505.203683909,-145.021858408,540.888297732,334.650818147,-55.0243312638
2147.9,380.043344375,572.068823265,698.052919235,511.201218992,-138.024481402,545.804090325,339.471144779,-49.542894443
2148.92,385.070463061,577.065173681,699.419882201,517.581854769,-131.437167374,550.438285829,344.179718029,-43.9681095869
2149.94,390.328437184,581.917403468,700.296869696,523.939871375,-124.737893011,555.563890099,349.328603947,-38.7620399043
2150.96,395.801358388,587.513897214,700.35147197,530.162693269,-120.400356626,559.329425432,353.523062895,-34.335795055
2151.98,403.066317979,594.064818018,701.498540443,536.997850663,-115.739390238,563.355485447,360.14816797,-28.6222388923
2153.0,423.227355624,611.061769816,709.341020335,553.863582395,-105.427750164,572.959328061,379.713897555,-11.8815209326
2154.02,443.013559307,627.156896919,718.567030192,569.374761054,-97.2421097324,580.939193869,398.949020731,4.50761250277
2155.04,458.346527369,639.433823375,726.040815551,581.072516144,-90.7732553716,587.405379448,414.452019645,17.0141217075
2156.06,476.093457249,654.946509261,734.151408371,595.449285018,-81.296035112,596.95860763,432.073684913,30.8813630319
2157.08,481.996277171,660.519831719,736.583582897,600.62332849,-77.9100941174,600.288232587,437.482485844,35.4871761215
