time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Simulation_reset
0.0,199.531759694,506.639260426,342.16316184,540.629699174
1.0,199.531759694,506.639260426,342.16316184,540.629699174
2.0,199.531759694,506.639260426,342.16316184,540.629699174
3.0,201.899897601,509.029165219,344.994271363,541.981515426
4.0,201.902860307,509.031833141,344.996869544,541.982908115
5.02,201.808756665,508.947019416,344.849952309,541.89749262
6.04,192.819733115,500.858642024,335.802097767,535.615733265
7.06,192.737658854,500.787549641,335.732723435,535.560684366
8.08,193.756235914,501.740887276,336.707582177,536.040781228
9.1,207.9534967,515.062869099,349.027161788,544.125410872
10.12,273.248752839,576.805117856,404.53726775,581.096142496
11.14,317.751003713,619.225813113,440.993926555,605.702466846
12.16,317.854271373,619.327739106,441.079279972,605.75496717
13.18,317.560595431,619.062967701,440.663113397,605.522660049
14.2,309.539613817,612.104697515,433.468826117,599.820809721
15.22,299.956636476,605.072642635,425.996977871,591.911031638
16.24,292.552578566,600.248873734,419.207205191,584.866337386
17.26,281.411809962,592.026649573,408.896653799,575.325750878
18.28,270.51675251,583.115517096,398.750941079,566.638600369
19.3,260.356344877,574.222729061,389.303312335,559.508297316
20.32,240.323481331,555.699777681,371.615795778,547.071865674
21.34,219.129140334,535.500553666,353.48422614,535.23307817
22.36,202.367266439,519.184937493,339.834697767,527.286492406
23.38,187.358769572,504.530476191,327.942412821,520.415574889
24.4,176.133072516,493.135987394,318.258812278,513.90346237
25.42,171.578254307,489.021414942,312.949116787,509.384592835
26.44,158.520177757,479.649217606,299.514910166,496.956497245
27.46,148.620972748,475.284564931,290.12664659,484.915886086
28.48,140.063761561,472.575235832,281.069615783,472.956705828
29.5,133.378590495,470.13212243,273.605869749,464.142175789
30.52,131.395946952,468.936618013,271.632799707,462.349533292
31.54,131.382475485,468.932196534,271.629963397,462.326300277
32.54,132.115179912,469.598273519,272.199766326,462.716081565
33.54,133.17808819,470.632963361,272.97445799,463.031147312
34.54,134.865667168,472.514219597,274.510234403,463.577605212
35.54,137.499201741,475.784751009,277.476727441,464.69299502
36.54,139.020909105,477.817226998,279.538638107,465.618740032
37.54,138.897707625,477.688882249,279.317667658,465.426640389
38.54,139.025197774,477.768460299,279.474506472,465.56913347
39.54,140.6198634,478.813050679,281.650273486,467.696907334
40.54,142.508578298,479.858720257,283.998882976,470.156310329
41.54,143.870847114,480.399955146,285.461574143,471.95967429
42.54,146.204902701,481.732520055,287.700196749,474.129771024
43.54,147.440466889,482.531923949,288.658886166,475.297860527
44.54,150.423359164,485.096349661,291.153995294,476.851489337
45.54,157.314369193,491.625327459,296.319762869,479.774265356
46.54,162.385358699,497.024322729,300.402842834,481.038752552
47.54,170.841327239,507.163022329,309.454694954,483.892518272
48.54,188.382760853,527.92147565,329.447824742,491.792421578
49.54,198.246794039,540.131919669,341.876075976,497.944657031
50.54,199.002314481,541.200282225,343.09924622,498.690527822
51.54,197.725418697,540.427232414,341.67696801,497.201315178
52.54,195.209848217,539.195881809,339.112485853,494.199236608
53.54,191.920473901,537.510848818,335.714891238,490.182623163
54.54,185.02651352,533.615391937,328.713765075,482.162984835
55.54,183.61843154,532.841812543,327.215019678,480.490695004
56.54,183.622957606,532.844666195,327.21932049,480.495318755
57.54,184.101668946,533.266454308,327.662998473,480.7914185
58.54,184.896837903,533.993079244,328.336860604,481.227359493
59.54,186.151098541,535.237782999,329.340941226,481.657803188
60.54,188.061221428,537.32514893,331.103157801,482.300180021
61.54,189.259250753,538.669831849,332.300036515,482.835950041
62.54,186.82226518,535.759909742,329.379898127,481.19388482
63.54,181.52138309,532.146198694,322.623509562,474.253618212
64.56,170.396013673,525.922418792,310.448065903,460.682201022
65.58,161.711066089,522.85036222,300.983524708,448.846091599
66.6,151.420351397,519.009316958,289.481012174,434.602439348
67.62,141.160685752,514.102803616,278.061497007,422.159127941
68.64,137.463602822,511.665032993,274.339532611,418.817411114
69.66,137.320152391,511.616134321,274.19067656,418.570563855
70.68,137.851516568,512.054614741,274.611113256,418.894155072
71.7,138.704292896,512.824849665,275.207435545,419.32083962
72.72,139.64089888,513.89888582,276.238089179,419.614822382
73.74,142.880762532,517.843764908,280.055957927,420.815060736
74.76,143.554032012,518.744754858,280.967347008,421.252063584
75.78,142.805473765,517.961198217,279.6585382,420.222567097
